source_row	mode	old_path	canonical_path	old_display_name	canonical_display_name	design_style	publication_status	reason	review_status
1304	PERMANENT_ALIAS	porphyros_rusticated_vertical_slice	porphyros_rusticated_slice_vertical	Porphyros Rusticated Vertical Slice	Porphyros Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1305	PERMANENT_ALIAS	porphyros_vertical_slice	porphyros_slice_vertical	Porphyros Vertical Slice	Porphyros Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1306	PERMANENT_ALIAS	portorium_ashlar_horizontal_slice	portorium_ashlar_slice_horizontal	Portorium Ashlar Horizontal Slice	Portorium Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1307	PERMANENT_ALIAS	portorium_ashlar_vertical_slice	portorium_ashlar_slice_vertical	Portorium Ashlar Vertical Slice	Portorium Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1308	PERMANENT_ALIAS	portorium_herringbone_bronze_horizontal_slice	portorium_herringbone_bronze_slice_horizontal	Portorium Bronze Herringbone Horizontal Slice	Portorium Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1309	PERMANENT_ALIAS	portorium_herringbone_bronze_vertical_slice	portorium_herringbone_bronze_slice_vertical	Portorium Bronze Herringbone Vertical Slice	Portorium Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1310	PERMANENT_ALIAS	portorium_herringbone_grout_horizontal_slice	portorium_herringbone_grout_slice_horizontal	Portorium Herringbone Grout Horizontal Slice	Portorium Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1311	PERMANENT_ALIAS	portorium_herringbone_grout_vertical_slice	portorium_herringbone_grout_slice_vertical	Portorium Herringbone Grout Vertical Slice	Portorium Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1312	PERMANENT_ALIAS	portorium_hewn_horizontal_slice	portorium_hewn_slice_horizontal	Portorium Hewn Horizontal Slice	Portorium Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1313	PERMANENT_ALIAS	portorium_hewn_vertical_slice	portorium_hewn_slice_vertical	Portorium Hewn Vertical Slice	Portorium Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1314	PERMANENT_ALIAS	portorium_horizontal_slice	portorium_slice_horizontal	Portorium Horizontal Slice	Portorium Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1315	PERMANENT_ALIAS	portorium_rusticated_horizontal_slice	portorium_rusticated_slice_horizontal	Portorium Rusticated Horizontal Slice	Portorium Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1316	PERMANENT_ALIAS	portorium_rusticated_vertical_slice	portorium_rusticated_slice_vertical	Portorium Rusticated Vertical Slice	Portorium Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1317	PERMANENT_ALIAS	portorium_vertical_slice	portorium_slice_vertical	Portorium Vertical Slice	Portorium Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1318	PERMANENT_ALIAS	psamatheon_ashlar_horizontal_slice	psamatheon_ashlar_slice_horizontal	Psamatheon Ashlar Horizontal Slice	Psamatheon Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1319	PERMANENT_ALIAS	psamatheon_ashlar_vertical_slice	psamatheon_ashlar_slice_vertical	Psamatheon Ashlar Vertical Slice	Psamatheon Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1320	PERMANENT_ALIAS	psamatheon_herringbone_bronze_horizontal_slice	psamatheon_herringbone_bronze_slice_horizontal	Psamatheon Bronze Herringbone Horizontal Slice	Psamatheon Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1321	PERMANENT_ALIAS	psamatheon_herringbone_bronze_vertical_slice	psamatheon_herringbone_bronze_slice_vertical	Psamatheon Bronze Herringbone Vertical Slice	Psamatheon Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1322	PERMANENT_ALIAS	psamatheon_herringbone_grout_horizontal_slice	psamatheon_herringbone_grout_slice_horizontal	Psamatheon Herringbone Grout Horizontal Slice	Psamatheon Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1323	PERMANENT_ALIAS	psamatheon_herringbone_grout_vertical_slice	psamatheon_herringbone_grout_slice_vertical	Psamatheon Herringbone Grout Vertical Slice	Psamatheon Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1324	PERMANENT_ALIAS	psamatheon_hewn_horizontal_slice	psamatheon_hewn_slice_horizontal	Psamatheon Hewn Horizontal Slice	Psamatheon Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1325	PERMANENT_ALIAS	psamatheon_hewn_vertical_slice	psamatheon_hewn_slice_vertical	Psamatheon Hewn Vertical Slice	Psamatheon Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1326	PERMANENT_ALIAS	psamatheon_horizontal_slice	psamatheon_slice_horizontal	Psamatheon Horizontal Slice	Psamatheon Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1327	PERMANENT_ALIAS	psamatheon_rusticated_horizontal_slice	psamatheon_rusticated_slice_horizontal	Psamatheon Rusticated Horizontal Slice	Psamatheon Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1328	PERMANENT_ALIAS	psamatheon_rusticated_vertical_slice	psamatheon_rusticated_slice_vertical	Psamatheon Rusticated Vertical Slice	Psamatheon Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1329	PERMANENT_ALIAS	psamatheon_vertical_slice	psamatheon_slice_vertical	Psamatheon Vertical Slice	Psamatheon Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1330	PERMANENT_ALIAS	rosinium_ashlar_horizontal_slice	rosinium_ashlar_slice_horizontal	Rosinium Ashlar Horizontal Slice	Rosinium Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1331	PERMANENT_ALIAS	rosinium_ashlar_vertical_slice	rosinium_ashlar_slice_vertical	Rosinium Ashlar Vertical Slice	Rosinium Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1332	PERMANENT_ALIAS	rosinium_herringbone_bronze_horizontal_slice	rosinium_herringbone_bronze_slice_horizontal	Rosinium Bronze Herringbone Horizontal Slice	Rosinium Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1333	PERMANENT_ALIAS	rosinium_herringbone_bronze_vertical_slice	rosinium_herringbone_bronze_slice_vertical	Rosinium Bronze Herringbone Vertical Slice	Rosinium Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1334	PERMANENT_ALIAS	rosinium_herringbone_grout_horizontal_slice	rosinium_herringbone_grout_slice_horizontal	Rosinium Herringbone Grout Horizontal Slice	Rosinium Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1335	PERMANENT_ALIAS	rosinium_herringbone_grout_vertical_slice	rosinium_herringbone_grout_slice_vertical	Rosinium Herringbone Grout Vertical Slice	Rosinium Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1336	PERMANENT_ALIAS	rosinium_hewn_horizontal_slice	rosinium_hewn_slice_horizontal	Rosinium Hewn Horizontal Slice	Rosinium Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1337	PERMANENT_ALIAS	rosinium_hewn_vertical_slice	rosinium_hewn_slice_vertical	Rosinium Hewn Vertical Slice	Rosinium Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1338	PERMANENT_ALIAS	rosinium_horizontal_slice	rosinium_slice_horizontal	Rosinium Horizontal Slice	Rosinium Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1339	PERMANENT_ALIAS	rosinium_rusticated_horizontal_slice	rosinium_rusticated_slice_horizontal	Rosinium Rusticated Horizontal Slice	Rosinium Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1340	PERMANENT_ALIAS	rosinium_rusticated_vertical_slice	rosinium_rusticated_slice_vertical	Rosinium Rusticated Vertical Slice	Rosinium Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1341	PERMANENT_ALIAS	rosinium_sanguenite_weave_bronze_horizontal_slice	rosinium_sanguenite_weave_bronze_slice_horizontal	Rosinium and Sanguenite Bronze Weave Horizontal Slice	Rosinium and Sanguenite Bronze Weave Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1342	PERMANENT_ALIAS	rosinium_sanguenite_weave_bronze_vertical_slice	rosinium_sanguenite_weave_bronze_slice_vertical	Rosinium and Sanguenite Bronze Weave Vertical Slice	Rosinium and Sanguenite Bronze Weave Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1343	PERMANENT_ALIAS	rosinium_sanguenite_weave_grout_horizontal_slice	rosinium_sanguenite_weave_grout_slice_horizontal	Rosinium and Sanguenite Weave Grout Horizontal Slice	Rosinium and Sanguenite Weave Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1344	PERMANENT_ALIAS	rosinium_sanguenite_weave_grout_vertical_slice	rosinium_sanguenite_weave_grout_slice_vertical	Rosinium and Sanguenite Weave Grout Vertical Slice	Rosinium and Sanguenite Weave Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1345	PERMANENT_ALIAS	rosinium_vertical_slice	rosinium_slice_vertical	Rosinium Vertical Slice	Rosinium Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1346	PERMANENT_ALIAS	sanguenite_ashlar_horizontal_slice	sanguenite_ashlar_slice_horizontal	Sanguenite Ashlar Horizontal Slice	Sanguenite Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1347	PERMANENT_ALIAS	sanguenite_ashlar_vertical_slice	sanguenite_ashlar_slice_vertical	Sanguenite Ashlar Vertical Slice	Sanguenite Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1348	PERMANENT_ALIAS	sanguenite_herringbone_bronze_horizontal_slice	sanguenite_herringbone_bronze_slice_horizontal	Sanguenite Bronze Herringbone Horizontal Slice	Sanguenite Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1349	PERMANENT_ALIAS	sanguenite_herringbone_bronze_vertical_slice	sanguenite_herringbone_bronze_slice_vertical	Sanguenite Bronze Herringbone Vertical Slice	Sanguenite Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1350	PERMANENT_ALIAS	sanguenite_herringbone_grout_horizontal_slice	sanguenite_herringbone_grout_slice_horizontal	Sanguenite Herringbone Grout Horizontal Slice	Sanguenite Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1351	PERMANENT_ALIAS	sanguenite_herringbone_grout_vertical_slice	sanguenite_herringbone_grout_slice_vertical	Sanguenite Herringbone Grout Vertical Slice	Sanguenite Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1352	PERMANENT_ALIAS	sanguenite_hewn_horizontal_slice	sanguenite_hewn_slice_horizontal	Sanguenite Hewn Horizontal Slice	Sanguenite Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1353	PERMANENT_ALIAS	sanguenite_hewn_vertical_slice	sanguenite_hewn_slice_vertical	Sanguenite Hewn Vertical Slice	Sanguenite Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1354	PERMANENT_ALIAS	sanguenite_horizontal_slice	sanguenite_slice_horizontal	Sanguenite Horizontal Slice	Sanguenite Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1355	PERMANENT_ALIAS	sanguenite_rusticated_horizontal_slice	sanguenite_rusticated_slice_horizontal	Sanguenite Rusticated Horizontal Slice	Sanguenite Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1356	PERMANENT_ALIAS	sanguenite_rusticated_vertical_slice	sanguenite_rusticated_slice_vertical	Sanguenite Rusticated Vertical Slice	Sanguenite Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1357	PERMANENT_ALIAS	sanguenite_vertical_slice	sanguenite_slice_vertical	Sanguenite Vertical Slice	Sanguenite Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1358	PERMANENT_ALIAS	selenephos_ashlar_horizontal_slice	selenephos_ashlar_slice_horizontal	Selenephos Ashlar Horizontal Slice	Selenephos Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1359	PERMANENT_ALIAS	selenephos_ashlar_vertical_slice	selenephos_ashlar_slice_vertical	Selenephos Ashlar Vertical Slice	Selenephos Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1360	PERMANENT_ALIAS	selenephos_herringbone_bronze_horizontal_slice	selenephos_herringbone_bronze_slice_horizontal	Selenephos Bronze Herringbone Horizontal Slice	Selenephos Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1361	PERMANENT_ALIAS	selenephos_herringbone_bronze_vertical_slice	selenephos_herringbone_bronze_slice_vertical	Selenephos Bronze Herringbone Vertical Slice	Selenephos Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1362	PERMANENT_ALIAS	selenephos_herringbone_grout_horizontal_slice	selenephos_herringbone_grout_slice_horizontal	Selenephos Herringbone Grout Horizontal Slice	Selenephos Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1363	PERMANENT_ALIAS	selenephos_herringbone_grout_vertical_slice	selenephos_herringbone_grout_slice_vertical	Selenephos Herringbone Grout Vertical Slice	Selenephos Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1364	PERMANENT_ALIAS	selenephos_hewn_horizontal_slice	selenephos_hewn_slice_horizontal	Selenephos Hewn Horizontal Slice	Selenephos Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1365	PERMANENT_ALIAS	selenephos_hewn_vertical_slice	selenephos_hewn_slice_vertical	Selenephos Hewn Vertical Slice	Selenephos Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1366	PERMANENT_ALIAS	selenephos_horizontal_slice	selenephos_slice_horizontal	Selenephos Horizontal Slice	Selenephos Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1367	PERMANENT_ALIAS	selenephos_rusticated_horizontal_slice	selenephos_rusticated_slice_horizontal	Selenephos Rusticated Horizontal Slice	Selenephos Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1368	PERMANENT_ALIAS	selenephos_rusticated_vertical_slice	selenephos_rusticated_slice_vertical	Selenephos Rusticated Vertical Slice	Selenephos Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1369	PERMANENT_ALIAS	selenephos_vertical_slice	selenephos_slice_vertical	Selenephos Vertical Slice	Selenephos Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1370	PERMANENT_ALIAS	solistra_ashlar_horizontal_slice	solistra_ashlar_slice_horizontal	Solistra Ashlar Horizontal Slice	Solistra Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1371	PERMANENT_ALIAS	solistra_ashlar_vertical_slice	solistra_ashlar_slice_vertical	Solistra Ashlar Vertical Slice	Solistra Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1372	PERMANENT_ALIAS	solistra_etruscus_weave_bronze_horizontal_slice	solistra_etruscus_weave_bronze_slice_horizontal	Solistra and Etruscus Bronze Weave Horizontal Slice	Solistra and Etruscus Bronze Weave Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1373	PERMANENT_ALIAS	solistra_etruscus_weave_bronze_vertical_slice	solistra_etruscus_weave_bronze_slice_vertical	Solistra and Etruscus Bronze Weave Vertical Slice	Solistra and Etruscus Bronze Weave Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1374	PERMANENT_ALIAS	solistra_etruscus_weave_grout_horizontal_slice	solistra_etruscus_weave_grout_slice_horizontal	Solistra and Etruscus Weave Grout Horizontal Slice	Solistra and Etruscus Weave Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1375	PERMANENT_ALIAS	solistra_etruscus_weave_grout_vertical_slice	solistra_etruscus_weave_grout_slice_vertical	Solistra and Etruscus Weave Grout Vertical Slice	Solistra and Etruscus Weave Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1376	PERMANENT_ALIAS	solistra_herringbone_bronze_horizontal_slice	solistra_herringbone_bronze_slice_horizontal	Solistra Bronze Herringbone Horizontal Slice	Solistra Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1377	PERMANENT_ALIAS	solistra_herringbone_bronze_vertical_slice	solistra_herringbone_bronze_slice_vertical	Solistra Bronze Herringbone Vertical Slice	Solistra Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1378	PERMANENT_ALIAS	solistra_herringbone_grout_horizontal_slice	solistra_herringbone_grout_slice_horizontal	Solistra Herringbone Grout Horizontal Slice	Solistra Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1379	PERMANENT_ALIAS	solistra_herringbone_grout_vertical_slice	solistra_herringbone_grout_slice_vertical	Solistra Herringbone Grout Vertical Slice	Solistra Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1380	PERMANENT_ALIAS	solistra_hewn_horizontal_slice	solistra_hewn_slice_horizontal	Solistra Hewn Horizontal Slice	Solistra Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1381	PERMANENT_ALIAS	solistra_hewn_vertical_slice	solistra_hewn_slice_vertical	Solistra Hewn Vertical Slice	Solistra Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1382	PERMANENT_ALIAS	solistra_horizontal_slice	solistra_slice_horizontal	Solistra Horizontal Slice	Solistra Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1383	PERMANENT_ALIAS	solistra_rusticated_horizontal_slice	solistra_rusticated_slice_horizontal	Solistra Rusticated Horizontal Slice	Solistra Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1384	PERMANENT_ALIAS	solistra_rusticated_vertical_slice	solistra_rusticated_slice_vertical	Solistra Rusticated Vertical Slice	Solistra Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1385	PERMANENT_ALIAS	solistra_vertical_slice	solistra_slice_vertical	Solistra Vertical Slice	Solistra Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1386	PERMANENT_ALIAS	striatus_ashlar_horizontal_slice	striatus_ashlar_slice_horizontal	Striatus Ashlar Horizontal Slice	Striatus Ashlar Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1387	PERMANENT_ALIAS	striatus_ashlar_vertical_slice	striatus_ashlar_slice_vertical	Striatus Ashlar Vertical Slice	Striatus Ashlar Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1388	PERMANENT_ALIAS	striatus_herringbone_bronze_horizontal_slice	striatus_herringbone_bronze_slice_horizontal	Striatus Bronze Herringbone Horizontal Slice	Striatus Bronze Herringbone Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1389	PERMANENT_ALIAS	striatus_herringbone_bronze_vertical_slice	striatus_herringbone_bronze_slice_vertical	Striatus Bronze Herringbone Vertical Slice	Striatus Bronze Herringbone Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1390	PERMANENT_ALIAS	striatus_herringbone_grout_horizontal_slice	striatus_herringbone_grout_slice_horizontal	Striatus Herringbone Grout Horizontal Slice	Striatus Herringbone Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1391	PERMANENT_ALIAS	striatus_herringbone_grout_vertical_slice	striatus_herringbone_grout_slice_vertical	Striatus Herringbone Grout Vertical Slice	Striatus Herringbone Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1392	PERMANENT_ALIAS	striatus_hewn_horizontal_slice	striatus_hewn_slice_horizontal	Striatus Hewn Horizontal Slice	Striatus Hewn Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1393	PERMANENT_ALIAS	striatus_hewn_vertical_slice	striatus_hewn_slice_vertical	Striatus Hewn Vertical Slice	Striatus Hewn Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1394	PERMANENT_ALIAS	striatus_horizontal_slice	striatus_slice_horizontal	Striatus Horizontal Slice	Striatus Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1395	PERMANENT_ALIAS	striatus_nerium_weave_bronze_horizontal_slice	striatus_nerium_weave_bronze_slice_horizontal	Striatus and Nerium Bronze Weave Horizontal Slice	Striatus and Nerium Bronze Weave Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1396	PERMANENT_ALIAS	striatus_nerium_weave_bronze_vertical_slice	striatus_nerium_weave_bronze_slice_vertical	Striatus and Nerium Bronze Weave Vertical Slice	Striatus and Nerium Bronze Weave Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1397	PERMANENT_ALIAS	striatus_nerium_weave_grout_horizontal_slice	striatus_nerium_weave_grout_slice_horizontal	Striatus and Nerium Weave Grout Horizontal Slice	Striatus and Nerium Weave Grout Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1398	PERMANENT_ALIAS	striatus_nerium_weave_grout_vertical_slice	striatus_nerium_weave_grout_slice_vertical	Striatus and Nerium Weave Grout Vertical Slice	Striatus and Nerium Weave Grout Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1399	PERMANENT_ALIAS	striatus_rusticated_horizontal_slice	striatus_rusticated_slice_horizontal	Striatus Rusticated Horizontal Slice	Striatus Rusticated Horizontal Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1400	PERMANENT_ALIAS	striatus_rusticated_vertical_slice	striatus_rusticated_slice_vertical	Striatus Rusticated Vertical Slice	Striatus Rusticated Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1401	PERMANENT_ALIAS	striatus_vertical_slice	striatus_slice_vertical	Striatus Vertical Slice	Striatus Vertical Slice	Core / Inlay	Published ≤1.5.2	Slice order	Approved
1402	DIRECT_RENAME	aganite_alcove_georgian_aged	aganite_aged_alcove_georgian	Aganite Aged Georgian Alcove	Aganite Aged Georgian Alcove	Georgian	Unpublished — development family	Aged order	Approved
1403	PERMANENT_ALIAS	aganite_cornice_georgian_aged	aganite_aged_cornice_georgian	Aganite Aged Georgian Cornice	Aganite Aged Georgian Cornice	Georgian	Published ≤1.5.2	Aged order	Approved
1404	PERMANENT_ALIAS	aganite_surround_georgian_aged	aganite_aged_surround_georgian	Aganite Aged Georgian Surround	Aganite Aged Georgian Surround	Georgian	Published ≤1.5.2	Aged order	Approved
1405	PERMANENT_ALIAS	aganite_wall_georgian_aged	aganite_aged_wall_georgian	Aganite Aged Georgian Wall	Aganite Aged Georgian Wall	Georgian	Published ≤1.5.2	Aged order	Approved
1406	PERMANENT_ALIAS	aganite_window_french_georgian_aged	aganite_aged_window_french_georgian	Aganite Aged French Georgian Window	Aganite Aged French Georgian Window	Georgian	Published ≤1.5.2	Aged order	Approved
1407	DIRECT_RENAME	aterzon_alcove_georgian_aged	aterzon_aged_alcove_georgian	Aterzon Aged Georgian Alcove	Aterzon Aged Georgian Alcove	Georgian	Unpublished — development family	Aged order	Approved
1408	PERMANENT_ALIAS	aterzon_cornice_georgian_aged	aterzon_aged_cornice_georgian	Aterzon Aged Georgian Cornice	Aterzon Aged Georgian Cornice	Georgian	Published ≤1.5.2	Aged order	Approved
1409	PERMANENT_ALIAS	aterzon_surround_georgian_aged	aterzon_aged_surround_georgian	Aterzon Aged Georgian Surround	Aterzon Aged Georgian Surround	Georgian	Published ≤1.5.2	Aged order	Approved
1410	PERMANENT_ALIAS	aterzon_wall_georgian_aged	aterzon_aged_wall_georgian	Aterzon Aged Georgian Wall	Aterzon Aged Georgian Wall	Georgian	Published ≤1.5.2	Aged order	Approved
1411	PERMANENT_ALIAS	aterzon_window_french_georgian_aged	aterzon_aged_window_french_georgian	Aterzon Aged French Georgian Window	Aterzon Aged French Georgian Window	Georgian	Published ≤1.5.2	Aged order	Approved
1412	DIRECT_RENAME	borealis_alcove_georgian_aged	borealis_aged_alcove_georgian	Borealis Aged Georgian Alcove	Borealis Aged Georgian Alcove	Georgian	Unpublished — development family	Aged order	Approved
1413	PERMANENT_ALIAS	borealis_cornice_georgian_aged	borealis_aged_cornice_georgian	Borealis Aged Georgian Cornice	Borealis Aged Georgian Cornice	Georgian	Published ≤1.5.2	Aged order	Approved
1414	PERMANENT_ALIAS	borealis_surround_georgian_aged	borealis_aged_surround_georgian	Borealis Aged Georgian Surround	Borealis Aged Georgian Surround	Georgian	Published ≤1.5.2	Aged order	Approved
1415	PERMANENT_ALIAS	borealis_wall_georgian_aged	borealis_aged_wall_georgian	Borealis Aged Georgian Wall	Borealis Aged Georgian Wall	Georgian	Published ≤1.5.2	Aged order	Approved
1416	PERMANENT_ALIAS	borealis_window_french_georgian_aged	borealis_aged_window_french_georgian	Borealis Aged French Georgian Window	Borealis Aged French Georgian Window	Georgian	Published ≤1.5.2	Aged order	Approved
1417	DIRECT_RENAME	brectite_alcove_georgian_aged	brectite_aged_alcove_georgian	Brectite Aged Georgian Alcove	Brectite Aged Georgian Alcove	Georgian	Unpublished — development family	Aged order	Approved
1418	PERMANENT_ALIAS	brectite_cornice_georgian_aged	brectite_aged_cornice_georgian	Brectite Aged Georgian Cornice	Brectite Aged Georgian Cornice	Georgian	Published ≤1.5.2	Aged order	Approved
1419	PERMANENT_ALIAS	brectite_surround_georgian_aged	brectite_aged_surround_georgian	Brectite Aged Georgian Surround	Brectite Aged Georgian Surround	Georgian	Published ≤1.5.2	Aged order	Approved
1420	PERMANENT_ALIAS	brectite_wall_georgian_aged	brectite_aged_wall_georgian	Brectite Aged Georgian Wall	Brectite Aged Georgian Wall	Georgian	Published ≤1.5.2	Aged order	Approved
1421	PERMANENT_ALIAS	brectite_window_french_georgian_aged	brectite_aged_window_french_georgian	Brectite Aged French Georgian Window	Brectite Aged French Georgian Window	Georgian	Published ≤1.5.2	Aged order	Approved
1422	DIRECT_RENAME	calacattum_alcove_georgian_aged	calacattum_aged_alcove_georgian	Calacattum Aged Georgian Alcove	Calacattum Aged Georgian Alcove	Georgian	Unpublished — development family	Aged order	Approved
1423	PERMANENT_ALIAS	calacattum_cornice_georgian_aged	calacattum_aged_cornice_georgian	Calacattum Aged Georgian Cornice	Calacattum Aged Georgian Cornice	Georgian	Published ≤1.5.2	Aged order	Approved
